year,round,race_date,race_name,circuit,circuit_id,has_sprint,driver,driver_full_name,driver_code,driver_id,driver_number,driver_nationality,constructor,constructor_id,constructor_nationality,grid_position,quali_position,quali_time,final_position,points,laps,status,race_time,fastest_lap_time,fastest_lap_rank,position_change,quali_to_race_change,scored_points,finished
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Ricciardo,Name Ricciardo,RIC,ricciardo,3,International,RB,rb,International,9,9,1:30.900,9,2,57,Finished,5.500,1:33.162,13,0,0,True,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,13,13,1:31.300,10,1,57,Finished,6.000,1:32.166,2,3,3,True,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,8,8,1:30.800,11,0,57,Finished,6.500,1:32.964,11,-3,-3,False,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,12,12,1:31.200,12,0,57,Finished,7.000,1:32.026,7,0,0,False,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,11,11,1:31.100,13,0,57,Finished,7.500,1:33.915,4,-2,-2,False,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Magnussen,Name Magnussen,MAG,magnussen,20,International,Haas F1 Team,haasf1team,International,18,18,1:31.800,14,0,57,Finished,8.000,1:33.847,12,4,4,False,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Haas F1 Team,haasf1team,International,20,20,1:32.000,15,0,57,Finished,8.500,1:33.819,2,5,5,False,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,16,16,1:31.600,16,0,57,Finished,9.000,1:33.957,4,0,0,False,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Zhou,Name Zhou,ZHO,zhou,24,International,Sauber,sauber,International,15,15,1:31.500,17,0,57,Finished,9.500,1:33.273,11,-2,-2,False,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Colapinto,Name Colapinto,COL,colapinto,43,International,Williams,williams,International,19,19,1:31.900,18,0,57,Finished,10.000,1:33.817,5,1,1,False,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Ocon,Name Ocon,OCO,ocon,31,International,Alpine F1 Team,alpinef1team,International,14,14,1:31.400,99,0,31,Collision,N/A,1:33.029,N/A,-85,-85,False,False
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Bottas,Name Bottas,BOT,bottas,77,International,Sauber,sauber,International,17,17,1:31.700,99,0,43,Hydraulics,N/A,1:32.740,N/A,-82,-82,False,False
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,1,1,1:30.100,1,25,57,Finished,1.500,1:33.523,6,0,0,True,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Perez,Name Perez,PER,perez,11,International,Red Bull,redbull,International,2,2,1:30.200,2,18,57,Finished,2.000,1:32.738,6,0,0,True,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,3,3,1:30.300,3,15,57,Finished,2.500,1:32.260,18,0,0,True,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Hamilton,Name Hamilton,HAM,hamilton,44,International,Mercedes,mercedes,International,4,4,1:30.400,4,12,57,Finished,3.000,1:32.672,9,0,0,True,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,8,8,1:30.800,5,10,57,Finished,3.500,1:32.788,4,3,3,True,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,5,5,1:30.500,6,8,57,Finished,4.000,1:32.378,6,-1,-1,True,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,6,6,1:30.600,7,6,57,Finished,4.500,1:33.112,14,-1,-1,True,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Ocon,Name Ocon,OCO,ocon,31,International,Alpine F1 Team,alpinef1team,International,9,9,1:30.900,8,4,57,Finished,5.000,1:33.421,11,1,1,True,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Zhou,Name Zhou,ZHO,zhou,24,International,Sauber,sauber,International,11,11,1:31.100,9,2,57,Finished,5.500,1:32.449,10,2,2,True,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,10,10,1:31.000,10,1,57,Finished,6.000,1:32.793,8,0,0,True,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,15,15,1:31.500,11,0,57,Finished,6.500,1:32.458,19,4,4,False,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Ricciardo,Name Ricciardo,RIC,ricciardo,3,International,RB,rb,International,19,19,1:31.900,12,0,57,Finished,7.000,1:33.623,9,7,7,False,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Magnussen,Name Magnussen,MAG,magnussen,20,International,Haas F1 Team,haasf1team,International,18,18,1:31.800,13,0,57,Finished,7.500,1:33.313,14,5,5,False,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,16,16,1:31.600,14,0,57,Finished,8.000,1:32.715,4,2,2,False,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,14,14,1:31.400,15,0,57,Finished,8.500,1:33.084,2,-1,-1,False,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,13,13,1:31.300,16,0,57,Finished,9.000,1:32.269,2,-3,-3,False,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Haas F1 Team,haasf1team,International,17,17,1:31.700,17,0,57,Finished,9.500,1:33.346,9,0,0,False,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Colapinto,Name Colapinto,COL,colapinto,43,International,Williams,williams,International,20,20,1:32.000,18,0,57,Finished,10.000,1:32.445,4,2,2,False,True
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Sainz,Name Sainz,SAI,sainz,55,International,Ferrari,ferrari,International,7,7,1:30.700,99,0,46,Hydraulics,N/A,1:32.094,N/A,-92,-92,False,False
2024,5,2024-05-01,Chinese Grand Prix,Chinese Circuit,shanghai,False,Bottas,Name Bottas,BOT,bottas,77,International,Sauber,sauber,International,12,12,1:31.200,99,0,23,Collision,N/A,1:33.127,N/A,-87,-87,False,False
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,1,1,1:30.100,1,25,57,Finished,1.500,1:33.930,14,0,0,True,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,3,3,1:30.300,2,18,57,Finished,2.000,1:32.177,17,1,1,True,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Sainz,Name Sainz,SAI,sainz,55,International,Ferrari,ferrari,International,5,5,1:30.500,3,15,57,Finished,2.500,1:32.774,13,2,2,True,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,2,2,1:30.200,4,12,57,Finished,3.000,1:33.120,14,-2,-2,True,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Perez,Name Perez,PER,perez,11,International,Red Bull,redbull,International,10,10,1:31.000,5,10,57,Finished,3.500,1:33.655,19,5,5,True,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,6,6,1:30.600,6,8,57,Finished,4.000,1:33.642,15,0,0,True,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Zhou,Name Zhou,ZHO,zhou,24,International,Sauber,sauber,International,13,13,1:31.300,7,6,57,Finished,4.500,1:33.064,5,6,6,True,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,4,4,1:30.400,8,4,57,Finished,5.000,1:33.564,5,-4,-4,True,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Ricciardo,Name Ricciardo,RIC,ricciardo,3,International,RB,rb,International,12,12,1:31.200,9,2,57,Finished,5.500,1:33.882,19,3,3,True,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,8,8,1:30.800,10,1,57,Finished,6.000,1:33.107,19,-2,-2,True,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,15,15,1:31.500,11,0,57,Finished,6.500,1:33.849,4,4,4,False,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,16,16,1:31.600,12,0,57,Finished,7.000,1:32.285,7,4,4,False,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Magnussen,Name Magnussen,MAG,magnussen,20,International,Haas F1 Team,haasf1team,International,14,14,1:31.400,13,0,57,Finished,7.500,1:33.036,15,1,1,False,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Hamilton,Name Hamilton,HAM,hamilton,44,International,Mercedes,mercedes,International,11,11,1:31.100,14,0,57,Finished,8.000,1:33.274,19,-3,-3,False,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Ocon,Name Ocon,OCO,ocon,31,International,Alpine F1 Team,alpinef1team,International,7,7,1:30.700,15,0,57,Finished,8.500,1:32.453,4,-8,-8,False,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,17,17,1:31.700,16,0,57,Finished,9.000,1:33.227,7,1,1,False,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Bottas,Name Bottas,BOT,bottas,77,International,Sauber,sauber,International,9,9,1:30.900,17,0,57,Finished,9.500,1:33.604,3,-8,-8,False,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,18,18,1:31.800,18,0,57,Finished,10.000,1:33.529,9,0,0,False,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Haas F1 Team,haasf1team,International,20,20,1:32.000,19,0,57,Finished,10.500,1:33.688,3,1,1,False,True
2024,6,2024-06-01,Miami Grand Prix,Miami Circuit,miami,True,Colapinto,Name Colapinto,COL,colapinto,43,International,Williams,williams,International,19,19,1:31.900,99,0,29,Collision,N/A,1:32.675,N/A,-80,-80,False,False
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,1,1,1:30.100,1,25,57,Finished,1.500,1:32.210,20,0,0,True,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Perez,Name Perez,PER,perez,11,International,Red Bull,redbull,International,7,7,1:30.700,2,18,57,Finished,2.000,1:33.435,3,5,5,True,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,4,4,1:30.400,3,15,57,Finished,2.500,1:32.700,20,1,1,True,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,11,11,1:31.100,4,12,57,Finished,3.000,1:33.122,1,7,7,True,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,2,2,1:30.200,5,10,57,Finished,3.500,1:32.305,6,-3,-3,True,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Sainz,Name Sainz,SAI,sainz,55,International,Ferrari,ferrari,International,3,3,1:30.300,6,8,57,Finished,4.000,1:32.318,20,-3,-3,True,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,9,9,1:30.900,7,6,57,Finished,4.500,1:32.305,11,2,2,True,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Ocon,Name Ocon,OCO,ocon,31,International,Alpine F1 Team,alpinef1team,International,5,5,1:30.500,8,4,57,Finished,5.000,1:32.058,6,-3,-3,True,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,12,12,1:31.200,9,2,57,Finished,5.500,1:33.837,14,3,3,True,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,8,8,1:30.800,10,1,57,Finished,6.000,1:33.465,9,-2,-2,True,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Colapinto,Name Colapinto,COL,colapinto,43,International,Williams,williams,International,14,14,1:31.400,11,0,57,Finished,6.500,1:33.314,16,3,3,False,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,6,6,1:30.600,12,0,57,Finished,7.000,1:33.795,20,-6,-6,False,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,10,10,1:31.000,13,0,57,Finished,7.500,1:33.331,2,-3,-3,False,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Bottas,Name Bottas,BOT,bottas,77,International,Sauber,sauber,International,15,15,1:31.500,14,0,57,Finished,8.000,1:32.847,7,1,1,False,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Hamilton,Name Hamilton,HAM,hamilton,44,International,Mercedes,mercedes,International,13,13,1:31.300,15,0,57,Finished,8.500,1:32.965,7,-2,-2,False,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Ricciardo,Name Ricciardo,RIC,ricciardo,3,International,RB,rb,International,17,17,1:31.700,16,0,57,Finished,9.000,1:33.651,16,1,1,False,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Magnussen,Name Magnussen,MAG,magnussen,20,International,Haas F1 Team,haasf1team,International,16,16,1:31.600,17,0,57,Finished,9.500,1:33.818,1,-1,-1,False,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Zhou,Name Zhou,ZHO,zhou,24,International,Sauber,sauber,International,20,20,1:32.000,18,0,57,Finished,10.000,1:33.067,15,2,2,False,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Haas F1 Team,haasf1team,International,18,18,1:31.800,19,0,57,Finished,10.500,1:33.072,12,-1,-1,False,True
2024,7,2024-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,19,19,1:31.900,99,0,38,Gearbox,N/A,1:33.288,N/A,-80,-80,False,False
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,2,2,1:30.200,1,25,57,Finished,1.500,1:33.509,8,1,1,True,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,1,1,1:30.100,2,18,57,Finished,2.000,1:32.023,16,-1,-1,True,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,3,3,1:30.300,3,15,57,Finished,2.500,1:33.699,3,0,0,True,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Hamilton,Name Hamilton,HAM,hamilton,44,International,Mercedes,mercedes,International,4,4,1:30.400,4,12,57,Finished,3.000,1:32.910,9,0,0,True,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Bottas,Name Bottas,BOT,bottas,77,International,Sauber,sauber,International,11,11,1:31.100,5,10,57,Finished,3.500,1:33.226,8,6,6,True,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,12,12,1:31.200,6,8,57,Finished,4.000,1:33.887,1,6,6,True,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Perez,Name Perez,PER,perez,11,International,Red Bull,redbull,International,7,7,1:30.700,7,6,57,Finished,4.500,1:32.124,6,0,0,True,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,9,9,1:30.900,8,4,57,Finished,5.000,1:32.620,6,1,1,True,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,6,6,1:30.600,9,2,57,Finished,5.500,1:32.552,1,-3,-3,True,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,17,17,1:31.700,10,1,57,Finished,6.000,1:32.163,11,7,7,True,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,18,18,1:31.800,11,0,57,Finished,6.500,1:32.632,11,7,7,False,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Zhou,Name Zhou,ZHO,zhou,24,International,Sauber,sauber,International,14,14,1:31.400,12,0,57,Finished,7.000,1:32.933,1,2,2,False,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,8,8,1:30.800,13,0,57,Finished,7.500,1:32.709,8,-5,-5,False,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,10,10,1:31.000,14,0,57,Finished,8.000,1:33.443,5,-4,-4,False,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Ocon,Name Ocon,OCO,ocon,31,International,Alpine F1 Team,alpinef1team,International,15,15,1:31.500,15,0,57,Finished,8.500,1:32.557,4,0,0,False,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Magnussen,Name Magnussen,MAG,magnussen,20,International,Haas F1 Team,haasf1team,International,19,19,1:31.900,16,0,57,Finished,9.000,1:32.870,20,3,3,False,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Ricciardo,Name Ricciardo,RIC,ricciardo,3,International,RB,rb,International,16,16,1:31.600,17,0,57,Finished,9.500,1:33.463,14,-1,-1,False,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Haas F1 Team,haasf1team,International,20,20,1:32.000,18,0,57,Finished,10.000,1:33.255,18,2,2,False,True
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Sainz,Name Sainz,SAI,sainz,55,International,Ferrari,ferrari,International,5,5,1:30.500,99,0,48,Engine,N/A,1:33.539,N/A,-94,-94,False,False
2024,8,2024-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Colapinto,Name Colapinto,COL,colapinto,43,International,Williams,williams,International,13,13,1:31.300,99,0,30,Gearbox,N/A,1:33.570,N/A,-86,-86,False,False
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Hamilton,Name Hamilton,HAM,hamilton,44,International,Ferrari,ferrari,International,2,2,1:30.200,1,25,57,Finished,1.500,1:33.455,19,1,1,True,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,1,1,1:30.100,2,18,57,Finished,2.000,1:33.545,16,-1,-1,True,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,4,4,1:30.400,3,15,57,Finished,2.500,1:33.781,17,1,1,True,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,5,5,1:30.500,4,12,57,Finished,3.000,1:32.512,11,1,1,True,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,3,3,1:30.300,5,10,57,Finished,3.500,1:33.273,16,-2,-2,True,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,10,10,1:31.000,6,8,57,Finished,4.000,1:33.543,7,4,4,True,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Bearman,Name Bearman,BEA,bearman,87,International,Haas F1 Team,haasf1team,International,12,12,1:31.200,7,6,57,Finished,4.500,1:32.315,18,5,5,True,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Lawson,Name Lawson,LAW,lawson,30,International,Red Bull,redbull,International,13,13,1:31.300,8,4,57,Finished,5.000,1:32.670,16,5,5,True,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,9,9,1:30.900,9,2,57,Finished,5.500,1:32.086,1,0,0,True,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,7,7,1:30.700,10,1,57,Finished,6.000,1:32.193,17,-3,-3,True,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Doohan,Name Doohan,DOO,doohan,7,International,Alpine F1 Team,alpinef1team,International,8,8,1:30.800,11,0,57,Finished,6.500,1:33.770,10,-3,-3,False,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,15,15,1:31.500,12,0,57,Finished,7.000,1:32.322,8,3,3,False,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,11,11,1:31.100,13,0,57,Finished,7.500,1:33.868,17,-2,-2,False,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Sainz,Name Sainz,SAI,sainz,55,International,Williams,williams,International,19,19,1:31.900,14,0,57,Finished,8.000,1:32.332,1,5,5,False,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Antonelli,Name Antonelli,ANT,antonelli,12,International,Mercedes,mercedes,International,14,14,1:31.400,15,0,57,Finished,8.500,1:33.828,8,-1,-1,False,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Ocon,Name Ocon,OCO,ocon,31,International,Haas F1 Team,haasf1team,International,18,18,1:31.800,16,0,57,Finished,9.000,1:32.717,14,2,2,False,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,20,20,1:32.000,17,0,57,Finished,9.500,1:33.737,13,3,3,False,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Sauber,sauber,International,17,17,1:31.700,18,0,57,Finished,10.000,1:32.490,1,-1,-1,False,True
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Hadjar,Name Hadjar,HAD,hadjar,37,International,RB,rb,International,6,6,1:30.600,99,0,41,Gearbox,N/A,1:33.151,N/A,-93,-93,False,False
2025,1,2025-03-16,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Bortoleto,Name Bortoleto,BOR,bortoleto,5,International,Sauber,sauber,International,16,16,1:31.600,99,0,37,Gearbox,N/A,1:33.288,N/A,-83,-83,False,False
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Lawson,Name Lawson,LAW,lawson,30,International,Red Bull,redbull,International,1,1,1:30.100,1,25,57,Finished,1.500,1:33.221,9,0,0,True,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,5,5,1:30.500,2,18,57,Finished,2.000,1:33.572,9,3,3,True,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,2,2,1:30.200,3,15,57,Finished,2.500,1:32.492,17,-1,-1,True,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,4,4,1:30.400,4,12,57,Finished,3.000,1:33.955,14,0,0,True,True
